post_id,platform,content_type,topic,language,region,post_datetime,hashtags,sentiment_score,views,likes,comments,shares,engagement_rate,is_viral
7608,YouTube,video,Education,JA,BR,2025-11-20 10:22:00,#Certification #AcademicSuccess #Learning #Knowledge #StudyTips,0.53,488551,51131,19666,7866,0.161,1
7609,YouTube,video,Food,JA,FR,2025-08-16 12:04:00,#Cooking #Food #FoodBlog #Foodie #Recipe #MustTry,0.88,628607,24467,9410,3764,0.0599,0
7610,YouTube,video,Business,FR,CA,2025-09-26 22:19:00,#Leadership #CareerGrowth #StartupLife #Entrepreneur #BusinessTips #Hustle,0.58,862733,9813,3774,1509,0.0175,0
7611,YouTube,video,Entertainment,PT,MX,2025-07-10 05:48:00,#Trending #Funny #FollowForMore #Entertainment #MovieTime #ShowBiz,0.99,485390,10234,3936,1574,0.0324,0
7612,YouTube,video,Education,EN,FR,2025-02-02 11:15:00,#AcademicSuccess #Knowledge #Certification #Education #StudyTips #Learning,0.47,822078,89993,34613,13845,0.1684,1
7613,YouTube,video,Technology,DE,BR,2025-07-02 03:24:00,#TechTrends #CodingLife #Programming #Innovation #MachineLearning,0.06,891784,46587,17918,7167,0.0804,0
7614,YouTube,video,Fashion,DE,BR,2025-01-08 18:09:00,#Fashion #FashionTips #TrendingStyle #Lookbook #OOTD #Style,0.57,821343,10093,3882,1552,0.0189,0
7615,YouTube,video,Health,EN,UK,2025-12-23 19:57:00,#Health #HealthTips #Nutrition #Wellness #MentalHealth #Fitness,-0.1,151239,5679,2184,873,0.0578,0
7616,YouTube,video,Fashion,FR,BR,2025-02-15 13:56:00,#OOTD #FashionTips #Fashion #Lookbook,0.04,835556,74933,28820,11528,0.138,1
7617,YouTube,video,Food,ES,UK,2025-12-21 20:00:00,#Recipe #FoodBlog #MustTry #Cooking #Food #Foodie,0.7,222406,21282,8185,3274,0.1472,1
7618,YouTube,video,Sports,JA,CA,2025-02-18 12:09:00,#Fitness #Football #Cricket #Training #Sports #Workout #Basketball,0.52,937073,78488,30187,12075,0.1289,1
7619,YouTube,video,Health,FR,FR,2025-07-02 21:26:00,#Nutrition #HealthTips #Wellness,-0.16,981280,42203,16232,6492,0.0662,0
7620,YouTube,video,Fashion,UR,BR,2025-06-15 22:45:00,#TrendingStyle #Style #OOTD #FashionTips,0.9,738563,48647,18710,7484,0.1013,1
7621,YouTube,video,Food,UR,US,2025-06-03 22:58:00,#Recipe #Foodie #Food,0.48,818845,53864,20717,8286,0.1012,1
7622,YouTube,video,Business,FR,JP,2025-05-28 01:38:00,#CareerGrowth #Leadership #Hustle #Entrepreneur,0.49,182158,9101,3500,1400,0.0769,0
7623,YouTube,video,Health,HI,IN,2025-03-23 19:04:00,#HealthTips #Fitness #MentalHealth #Nutrition #Health,0.72,481222,40741,15669,6267,0.1302,1
7624,YouTube,video,Education,FR,UK,2025-07-17 14:29:00,#Knowledge #Learning #AcademicSuccess #Education #StudyTips #Certification,0.07,391749,30074,11567,4626,0.1181,1
7625,YouTube,video,Travel,DE,DE,2025-01-30 20:45:00,#ExploreMore #Tourism #Wanderlust #Journey #Adventure #Travel,-0.46,1669,20,8,3,0.0196,0
7626,YouTube,video,Travel,DE,US,2025-03-11 19:51:00,#Journey #Adventure #Wanderlust #Tourism,0.47,598171,32384,12455,4982,0.0833,0
7627,YouTube,video,Travel,FR,FR,2025-06-26 20:45:00,#ExploreMore #Journey #Wanderlust #Tourism #Travel #Adventure,-0.11,325793,14916,5737,2294,0.0704,0
7628,YouTube,video,Business,UR,JP,2025-04-07 10:37:00,#Leadership #CareerGrowth #BusinessTips #Hustle #StartupLife #Entrepreneur,-0.58,199356,7803,3001,1200,0.0602,0
7629,YouTube,video,Lifestyle,EN,DE,2025-05-08 03:18:00,#Positivity #Wellness #Motivation #MindfulLiving #Lifestyle #DailyLife,0.95,195185,5996,2306,922,0.0473,0
7630,YouTube,video,Business,DE,MX,2025-10-21 12:21:00,#Leadership #StartupLife #Hustle #BusinessTips #Entrepreneur #CareerGrowth,0.77,240638,5380,2069,827,0.0344,0
7631,YouTube,video,Education,ES,DE,2025-03-04 20:49:00,#Learning #StudyTips #Education #Certification #AcademicSuccess #Knowledge,0.72,989941,108033,41551,16620,0.1679,1
7632,YouTube,video,Education,EN,DE,2025-11-30 10:14:00,#StudyTips #AcademicSuccess #Certification #Knowledge #Education #Learning,0.66,965391,110263,42409,16963,0.1757,1
7633,YouTube,video,Fashion,JA,FR,2025-02-14 22:49:00,#Style #Lookbook #OOTD #FashionTips #TrendingStyle,0.59,176795,8885,3417,1367,0.0773,0
7634,YouTube,video,Lifestyle,UR,AU,2025-04-15 19:27:00,#DailyLife #Positivity #MindfulLiving,-0.15,284581,4035,1552,620,0.0218,0
7635,YouTube,video,Entertainment,JA,IN,2025-02-07 21:42:00,#Trending #MovieTime #Entertainment #ShowBiz #FollowForMore #Viral #Funny,0.46,917743,43031,16550,6620,0.0721,0
7636,YouTube,video,Sports,HI,BR,2025-01-06 22:11:00,#Fitness #Cricket #Basketball #Football #Workout #Training,0.45,937836,29215,11236,4494,0.0479,0
7637,YouTube,video,Health,ES,IN,2025-05-15 15:51:00,#Fitness #HealthTips #Wellness #MentalHealth #Nutrition #Health,0.7,830759,17581,6762,2704,0.0326,0
7638,YouTube,video,Technology,DE,CA,2025-08-07 15:39:00,#Programming #DataScience #MachineLearning #TechTrends #Innovation #CodingLife #AI,0.16,458195,28592,10997,4398,0.096,1
7639,YouTube,video,Business,PT,DE,2025-10-13 21:15:00,#Leadership #Hustle #StartupLife #CareerGrowth #BusinessTips,0.99,136831,4676,1798,719,0.0526,0
7640,YouTube,video,Food,DE,AU,2025-02-16 20:45:00,#Cooking #FoodBlog #Foodie #Food #MustTry #Recipe,0.71,636826,10606,4079,1631,0.0256,0
7641,YouTube,video,Lifestyle,DE,UK,2025-08-01 07:32:00,#DailyLife #Lifestyle #MindfulLiving #Positivity,0.74,626770,60173,23143,9257,0.1477,1
7642,YouTube,video,Technology,UR,IN,2025-06-03 18:50:00,#Programming #TechTrends #CodingLife,-0.01,803862,19149,7365,2946,0.0366,0
7643,YouTube,video,Business,JA,FR,2025-02-06 22:07:00,#BusinessTips #Leadership #Entrepreneur #Hustle #StartupLife,0.82,737615,6110,2350,940,0.0127,0
7644,YouTube,video,Business,DE,JP,2025-11-19 22:21:00,#Leadership #StartupLife #Entrepreneur #CareerGrowth #BusinessTips #Hustle,0.67,108000,4134,1590,636,0.0589,0
7645,YouTube,video,Sports,EN,BR,2025-10-08 17:38:00,#Workout #Sports #Fitness #Football #Training #Basketball,-0.62,764747,22971,8835,3534,0.0462,0
7646,YouTube,video,Entertainment,HI,FR,2025-03-29 01:02:00,#MovieTime #Trending #FollowForMore #Funny #Viral #Entertainment #ShowBiz,0.93,685575,20809,8003,3201,0.0467,0
7647,YouTube,video,Lifestyle,JA,CA,2025-07-07 03:41:00,#DailyLife #Lifestyle #Wellness,-0.98,534233,7954,3059,1223,0.0229,0
7648,YouTube,video,Lifestyle,UR,US,2025-08-19 23:57:00,#Lifestyle #Positivity #Wellness #DailyLife,0.58,530810,40470,15565,6226,0.1173,1
7649,YouTube,video,Travel,DE,IN,2025-12-20 22:22:00,#Journey #Adventure #Wanderlust #Travel,0.09,255658,9841,3785,1514,0.0592,0
7650,YouTube,video,Business,EN,US,2025-07-03 02:25:00,#BusinessTips #Entrepreneur #CareerGrowth #Hustle #StartupLife,-0.06,565888,31175,11990,4796,0.0848,0
7651,YouTube,video,Business,PT,CA,2025-11-05 20:01:00,#StartupLife #Hustle #CareerGrowth #Leadership #BusinessTips #Entrepreneur,0.17,454471,40411,15542,6217,0.1368,1
7652,YouTube,video,Education,UR,CA,2025-04-21 02:18:00,#AcademicSuccess #Certification #StudyTips #Knowledge #Education #Learning,0.5,454903,15817,6083,2433,0.0535,0
7653,YouTube,video,Education,DE,MX,2025-11-05 19:13:00,#Learning #AcademicSuccess #StudyTips,0.44,504878,10476,4029,1611,0.0319,0
7654,YouTube,video,Sports,FR,FR,2025-12-18 22:59:00,#Training #Football #Fitness #Workout #Basketball #Sports,-0.75,713406,28004,10771,4308,0.0604,0
7655,YouTube,video,Education,FR,FR,2025-09-14 22:00:00,#Education #Knowledge #Learning #StudyTips #AcademicSuccess,0.14,808290,79643,30632,12252,0.1516,1
7656,YouTube,video,Technology,DE,JP,2025-03-21 02:28:00,#CodingLife #Innovation #DataScience #TechTrends #MachineLearning #AI,0.69,92968,3077,1183,473,0.0509,0
7657,YouTube,video,Fashion,FR,DE,2025-02-26 17:14:00,#TrendingStyle #Style #Fashion #OOTD #Lookbook,0.49,193973,4643,1786,714,0.0368,0
7658,YouTube,video,Education,HI,FR,2025-05-17 18:43:00,#Knowledge #Education #Learning #StudyTips #AcademicSuccess #Certification,-0.68,14463,590,227,90,0.0629,0
7659,YouTube,video,Education,JA,IN,2025-08-15 22:28:00,#Certification #StudyTips #AcademicSuccess #Knowledge #Learning #Education,0.46,850921,35012,13466,5386,0.0633,0
7660,YouTube,video,Lifestyle,ES,IN,2025-03-22 22:01:00,#Wellness #MindfulLiving #Lifestyle #Positivity #Motivation,-0.09,461198,27966,10756,4302,0.0933,1
7661,YouTube,video,Food,UR,UK,2025-09-25 20:41:00,#Cooking #Recipe #Foodie #MustTry #FoodBlog #Food,0.93,78548,8354,3213,1285,0.1636,1
7662,YouTube,video,Travel,HI,IN,2025-04-11 21:17:00,#Travel #Tourism #Adventure #Journey #Wanderlust #ExploreMore,0.67,857398,39734,15282,6113,0.0713,0
7663,YouTube,video,Technology,DE,BR,2025-06-30 07:08:00,#MachineLearning #DataScience #AI #Innovation #CodingLife,0.97,390628,3758,1445,578,0.0148,0
7664,YouTube,video,Fashion,FR,JP,2025-06-15 19:17:00,#Style #Fashion #Lookbook #FashionTips,0.29,888743,55862,21485,8594,0.0967,1
7665,YouTube,video,Education,DE,AU,2025-02-18 22:38:00,#AcademicSuccess #StudyTips #Knowledge #Certification #Education,0.6,406815,5356,2060,824,0.0203,0
7666,YouTube,video,Education,EN,DE,2025-10-08 21:33:00,#Education #Learning #AcademicSuccess #Knowledge,-0.13,890188,5979,2299,919,0.0103,0
7667,YouTube,video,Food,HI,FR,2025-03-06 16:20:00,#Food #MustTry #FoodBlog #Recipe #Foodie #Cooking,0.6,434017,41084,15801,6320,0.1456,1
7668,YouTube,video,Sports,JA,DE,2025-01-07 19:58:00,#Basketball #Football #Sports #Training #Workout,0.64,364239,18217,7006,2802,0.0769,0
7669,YouTube,video,Lifestyle,FR,FR,2025-08-20 12:39:00,#MindfulLiving #Lifestyle #Positivity #Motivation #Wellness,0.5,81612,4524,1740,696,0.0853,0
7670,YouTube,video,Health,ES,BR,2025-08-14 06:39:00,#HealthTips #Health #Wellness,0.42,201878,12634,4859,1943,0.0963,1
7671,YouTube,video,Health,ES,AU,2025-05-24 13:28:00,#Nutrition #HealthTips #Health,0.74,752196,55290,21265,8506,0.1131,1
7672,YouTube,video,Health,ES,MX,2025-11-21 05:31:00,#Nutrition #Wellness #MentalHealth #HealthTips #Health #Fitness,0.01,743610,46387,17841,7136,0.096,1
7673,YouTube,video,Technology,EN,BR,2025-06-04 19:58:00,#DataScience #MachineLearning #AI,0.03,605069,42127,16203,6481,0.1071,1
7674,YouTube,video,Sports,DE,CA,2025-06-05 22:00:00,#Training #Fitness #Workout #Football,0.6,783590,89642,34478,13791,0.176,1
7675,YouTube,video,Entertainment,DE,US,2025-07-29 21:21:00,#Funny #Viral #ShowBiz #Entertainment #FollowForMore #MovieTime #Trending,0.7,749387,20334,7821,3128,0.0417,0
7676,YouTube,video,Travel,PT,MX,2025-08-05 19:38:00,#Wanderlust #Tourism #ExploreMore #Travel #Journey #Adventure,0.85,518519,46081,17723,7089,0.1367,1
7677,YouTube,video,Travel,ES,BR,2025-08-21 08:03:00,#Adventure #Tourism #ExploreMore #Wanderlust #Travel #Journey,0.24,2028,24,9,3,0.0183,0
7678,YouTube,video,Education,UR,FR,2025-12-26 21:13:00,#AcademicSuccess #Learning #Certification #Education #StudyTips #Knowledge,0.6,54210,5082,1954,781,0.1442,1
7679,YouTube,video,Food,HI,JP,2025-10-13 19:07:00,#FoodBlog #MustTry #Cooking #Foodie #Recipe #Food,0.76,965984,32936,12668,5067,0.0525,0
7680,YouTube,video,Health,JA,FR,2025-05-13 22:44:00,#Wellness #Health #MentalHealth #Nutrition #Fitness #HealthTips,0.69,802038,11565,4448,1779,0.0222,0
7681,YouTube,video,Food,HI,FR,2025-04-01 10:25:00,#MustTry #FoodBlog #Foodie #Cooking #Recipe #Food,0.55,176354,13878,5338,2135,0.1211,1
7682,YouTube,video,Sports,PT,FR,2025-01-20 16:23:00,#Football #Workout #Training #Fitness #Cricket,0.42,353893,37462,14408,5763,0.1629,1
7683,YouTube,video,Travel,EN,BR,2025-10-02 22:32:00,#ExploreMore #Journey #Wanderlust #Tourism,0.92,831805,33161,12754,5101,0.0613,0
7684,YouTube,video,Technology,FR,IN,2025-06-14 22:03:00,#Programming #MachineLearning #TechTrends #CodingLife #AI #Innovation #DataScience,-0.71,789111,54414,20928,8371,0.1061,1
7685,YouTube,video,Sports,FR,FR,2025-12-04 20:12:00,#Basketball #Sports #Football #Cricket,0.9,807459,17804,6847,2739,0.0339,0
7686,YouTube,video,Lifestyle,ES,UK,2025-09-08 18:54:00,#Wellness #Positivity #Lifestyle,0.53,594500,48438,18630,7452,0.1254,1
7687,YouTube,video,Food,ES,MX,2025-08-15 00:35:00,#Cooking #Food #Recipe #FoodBlog #Foodie #MustTry,0.41,593042,50109,19273,7709,0.13,1
7688,YouTube,video,Education,ES,DE,2025-10-17 21:51:00,#Knowledge #Education #StudyTips #AcademicSuccess #Certification #Learning,0.84,937032,52854,20328,8131,0.0868,0
7689,YouTube,video,Sports,EN,UK,2025-09-29 22:31:00,#Football #Basketball #Fitness #Cricket #Training,0.52,779783,50775,19529,7811,0.1002,1
7690,YouTube,video,Entertainment,HI,FR,2025-03-03 19:30:00,#Entertainment #Viral #ShowBiz #Trending #Funny,0.56,485802,4541,1746,698,0.0144,0
7691,YouTube,video,Health,EN,IN,2025-04-21 21:52:00,#Nutrition #Wellness #Fitness #MentalHealth #HealthTips,0.53,30927,1045,402,160,0.052,0
7692,YouTube,video,Business,EN,MX,2025-10-23 22:26:00,#BusinessTips #Hustle #Entrepreneur,-0.98,864632,19117,7353,2941,0.034,0
7693,YouTube,video,Health,UR,UK,2025-07-14 12:53:00,#Wellness #MentalHealth #Health #HealthTips #Nutrition,0.96,696245,61023,23470,9388,0.1348,1
7694,YouTube,video,Lifestyle,FR,DE,2025-12-29 21:04:00,#Wellness #Motivation #MindfulLiving #Lifestyle #Positivity #DailyLife,0.96,344054,39503,15193,6077,0.1766,1
7695,YouTube,video,Entertainment,PT,FR,2025-03-05 02:01:00,#Funny #Viral #MovieTime #Trending,0.66,843111,9813,3774,1509,0.0179,0
7696,YouTube,video,Entertainment,FR,CA,2025-02-15 19:07:00,#MovieTime #ShowBiz #Entertainment,0.02,548501,16221,6239,2495,0.0455,0
7697,YouTube,video,Health,FR,CA,2025-08-21 21:34:00,#Fitness #HealthTips #Nutrition #Wellness #MentalHealth #Health,0.73,354362,12792,4920,1968,0.0555,0
7698,YouTube,video,Technology,HI,CA,2025-03-22 19:05:00,#DataScience #Innovation #Programming #AI #MachineLearning #TechTrends,0.46,704926,55185,21225,8490,0.1204,1
7699,YouTube,video,Fashion,DE,MX,2025-11-13 22:01:00,#OOTD #TrendingStyle #Fashion #FashionTips #Style #Lookbook,0.27,155467,10308,3964,1585,0.102,1
7700,YouTube,video,Business,PT,UK,2025-06-16 12:10:00,#Hustle #Leadership #BusinessTips #CareerGrowth #Entrepreneur,0.81,624716,63020,24238,9695,0.1552,1
7701,YouTube,video,Technology,EN,FR,2025-03-25 05:55:00,#Programming #CodingLife #Innovation,0.03,795444,17200,6615,2646,0.0333,0
7702,YouTube,video,Education,EN,AU,2025-12-16 06:43:00,#AcademicSuccess #Certification #Education #StudyTips #Learning #Knowledge,0.55,228467,20168,7757,3102,0.1358,1
7703,YouTube,video,Food,JA,BR,2025-06-09 21:05:00,#Food #FoodBlog #MustTry,0.69,595567,31563,12139,4855,0.0815,0
7704,YouTube,video,Fashion,EN,UK,2025-04-21 20:32:00,#OOTD #Style #Fashion #FashionTips #TrendingStyle #Lookbook,-0.09,352436,5971,2296,918,0.0261,0
7705,YouTube,video,Education,PT,BR,2025-11-24 20:18:00,#AcademicSuccess #Knowledge #StudyTips #Learning,0.05,561818,26074,10028,4011,0.0714,0
7706,YouTube,video,Entertainment,UR,IN,2025-12-07 02:44:00,#ShowBiz #Viral #FollowForMore #MovieTime #Trending #Entertainment #Funny,0.42,760071,64253,24713,9885,0.1301,1
7707,YouTube,video,Food,PT,AU,2025-05-25 20:36:00,#Cooking #MustTry #Food #Foodie #Recipe,0.6,112957,11106,4271,1708,0.1513,1
7708,YouTube,video,Education,DE,IN,2025-05-27 20:39:00,#Learning #StudyTips #Certification,0.99,235772,9173,3528,1411,0.0599,0
7709,YouTube,video,Education,JA,JP,2025-06-12 22:14:00,#StudyTips #AcademicSuccess #Knowledge #Certification #Learning,0.15,772006,30342,11670,4668,0.0605,0
7710,YouTube,video,Sports,PT,DE,2025-03-11 21:39:00,#Fitness #Workout #Football #Cricket #Training #Sports #Basketball,0.42,197809,20941,8054,3221,0.1629,1
7711,YouTube,video,Health,ES,BR,2025-01-16 12:25:00,#Wellness #Fitness #Nutrition #MentalHealth #Health #HealthTips,0.99,886252,18707,7195,2878,0.0325,0
7712,YouTube,video,Fashion,ES,AU,2025-02-22 11:30:00,#Fashion #TrendingStyle #Style #OOTD,0.26,499962,46275,17798,7119,0.1424,1
7713,YouTube,video,Fashion,PT,MX,2025-02-05 21:43:00,#FashionTips #OOTD #Fashion #TrendingStyle,0.8,720420,62387,23995,9598,0.1332,1
7714,YouTube,video,Technology,HI,IN,2025-12-16 22:18:00,#CodingLife #MachineLearning #DataScience #Programming #TechTrends,-0.18,932004,57161,21985,8794,0.0944,1
7715,YouTube,video,Sports,PT,CA,2025-11-10 19:54:00,#Fitness #Training #Workout #Basketball #Sports #Football #Cricket,0.7,646504,23061,8869,3547,0.0549,0
7716,YouTube,video,Entertainment,UR,FR,2025-09-26 20:51:00,#FollowForMore #Trending #Funny #ShowBiz,0.54,29901,1233,474,189,0.0634,0
7717,YouTube,video,Health,DE,CA,2025-04-04 19:02:00,#HealthTips #Fitness #MentalHealth #Wellness #Nutrition #Health,0.46,466727,20645,7940,3176,0.0681,0
7718,YouTube,video,Sports,ES,MX,2025-01-02 21:42:00,#Basketball #Workout #Football,0.88,650748,12506,4810,1924,0.0296,0
7719,YouTube,video,Travel,PT,FR,2025-05-06 21:54:00,#Journey #Adventure #Wanderlust #Travel #Tourism #ExploreMore,0.24,967890,66557,25599,10239,0.1058,1
7720,YouTube,video,Education,FR,MX,2025-11-28 13:17:00,#Learning #Knowledge #AcademicSuccess #Education #StudyTips #Certification,0.53,783005,80686,31033,12413,0.1585,1
7721,YouTube,video,Technology,JA,IN,2025-12-22 19:17:00,#AI #TechTrends #CodingLife,-0.1,63752,3764,1448,579,0.0909,1
7722,YouTube,video,Fashion,JA,AU,2025-01-20 21:34:00,#OOTD #TrendingStyle #FashionTips,0.97,771601,36853,14174,5669,0.0735,0
7723,YouTube,video,Technology,UR,FR,2025-02-11 22:24:00,#DataScience #Innovation #Programming #MachineLearning #CodingLife #TechTrends #AI,0.07,200131,3449,1326,530,0.0265,0
7724,YouTube,video,Fashion,UR,IN,2025-12-31 17:12:00,#Lookbook #TrendingStyle #Fashion #Style,0.47,87548,3749,1442,576,0.0659,0
7725,YouTube,video,Sports,FR,IN,2025-10-11 19:33:00,#Football #Basketball #Sports #Cricket #Workout,0.55,586747,31791,12227,4891,0.0834,0
7726,YouTube,video,Travel,DE,AU,2025-02-15 19:14:00,#Wanderlust #Adventure #Tourism #ExploreMore #Travel #Journey,-0.91,779890,7019,2699,1079,0.0138,0
7727,YouTube,video,Education,ES,FR,2025-08-21 23:38:00,#Certification #Education #StudyTips,0.14,768800,58427,22472,8988,0.1169,1
7728,YouTube,video,Business,DE,MX,2025-08-25 21:59:00,#Hustle #Entrepreneur #CareerGrowth #StartupLife,0.5,624084,38125,14663,5865,0.094,1
7729,YouTube,video,Technology,EN,CA,2025-04-02 14:22:00,#CodingLife #DataScience #TechTrends #Innovation #AI #MachineLearning #Programming,0.24,929713,10116,3891,1556,0.0167,0
7730,YouTube,video,Travel,EN,JP,2025-05-11 19:30:00,#ExploreMore #Wanderlust #Journey #Adventure,0.45,653258,5960,2292,917,0.014,0
7731,YouTube,video,Fashion,UR,IN,2025-10-04 21:41:00,#Style #Lookbook #OOTD #FashionTips #TrendingStyle,0.95,970116,28081,10800,4320,0.0445,0
7732,YouTube,video,Entertainment,PT,US,2025-07-03 20:54:00,#ShowBiz #Funny #Entertainment,0.43,853083,75347,28979,11591,0.1359,1
7733,YouTube,video,Travel,EN,BR,2025-07-24 20:18:00,#Journey #Adventure #Tourism,0.26,887559,17659,6792,2716,0.0306,0
7734,YouTube,video,Food,DE,DE,2025-03-18 20:55:00,#Foodie #FoodBlog #MustTry #Food #Cooking #Recipe,0.08,697770,56389,21688,8675,0.1243,1
7735,YouTube,video,Fashion,JA,CA,2025-06-29 20:19:00,#TrendingStyle #OOTD #Fashion #Lookbook,0.75,468408,40778,15684,6273,0.1339,1
7736,YouTube,video,Fashion,JA,MX,2025-04-10 22:15:00,#Lookbook #OOTD #Fashion #TrendingStyle,0.42,637443,39163,15063,6025,0.0945,1
7737,YouTube,video,Sports,HI,CA,2025-08-30 20:32:00,#Cricket #Workout #Fitness #Training,0.54,659595,18324,7047,2819,0.0427,0
7738,YouTube,video,Technology,JA,US,2025-01-01 10:52:00,#DataScience #CodingLife #TechTrends,0.5,458023,40101,15423,6169,0.1347,1
7739,YouTube,video,Entertainment,EN,MX,2025-09-19 20:33:00,#ShowBiz #MovieTime #Trending #Viral #Entertainment #FollowForMore,-1,581950,10238,3938,1575,0.0271,0
7740,YouTube,video,Entertainment,JA,AU,2025-03-18 20:44:00,#Funny #MovieTime #FollowForMore #Viral #Trending #Entertainment #ShowBiz,0.44,165426,6548,2518,1007,0.0609,0
7741,YouTube,video,Food,ES,DE,2025-09-01 22:50:00,#Food #Cooking #Foodie #FoodBlog #MustTry #Recipe,-0.12,397754,4149,1596,638,0.0161,0
7742,YouTube,video,Health,UR,CA,2025-04-18 22:40:00,#MentalHealth #Wellness #Nutrition #Fitness,0.67,670152,78180,30069,12027,0.1795,1
7743,YouTube,video,Fashion,FR,JP,2025-05-01 22:33:00,#Fashion #Style #OOTD #FashionTips #TrendingStyle,0.99,428355,41628,16011,6404,0.1495,1
7744,YouTube,video,Lifestyle,DE,AU,2025-04-09 19:38:00,#Positivity #Wellness #Lifestyle #MindfulLiving #Motivation #DailyLife,0.58,433891,39159,15061,6024,0.1389,1
7745,YouTube,video,Sports,JA,MX,2025-01-16 21:00:00,#Sports #Training #Workout,0.2,737487,64805,24925,9970,0.1352,1
7746,YouTube,video,Technology,JA,UK,2025-06-29 19:12:00,#CodingLife #TechTrends #MachineLearning #Innovation #Programming #DataScience,0.76,555728,20124,7740,3096,0.0557,0
7747,YouTube,video,Food,HI,MX,2025-12-26 22:21:00,#FoodBlog #Cooking #MustTry #Foodie #Food #Recipe,0.79,118133,9214,3544,1417,0.12,1
7748,YouTube,video,Travel,EN,DE,2025-11-23 22:37:00,#Journey #Travel #Adventure #Tourism #Wanderlust #ExploreMore,0.62,703345,59689,22957,9183,0.1306,1
7749,YouTube,video,Travel,JA,JP,2025-08-16 13:57:00,#Tourism #ExploreMore #Travel,0.52,928005,41717,16045,6418,0.0692,0
7750,YouTube,video,Business,JA,MX,2025-06-20 14:48:00,#CareerGrowth #BusinessTips #Hustle #Leadership #Entrepreneur #StartupLife,0.92,616134,19475,7490,2996,0.0486,0
7751,YouTube,video,Fashion,HI,US,2025-08-25 20:41:00,#OOTD #FashionTips #TrendingStyle,0.28,892104,83114,31967,12786,0.1433,1
7752,YouTube,video,Food,FR,UK,2025-10-20 19:07:00,#Recipe #FoodBlog #Foodie #MustTry #Food,0.69,892282,55354,21290,8516,0.0954,1
7753,YouTube,video,Business,FR,IN,2025-07-22 08:38:00,#Entrepreneur #CareerGrowth #Leadership,0.95,48415,4817,1853,741,0.1531,1
7754,YouTube,video,Food,DE,DE,2025-04-15 20:07:00,#Foodie #Food #MustTry #Recipe #Cooking #FoodBlog,0.6,631930,6863,2639,1055,0.0167,0
7755,YouTube,video,Health,ES,CA,2025-07-15 13:06:00,#Health #Fitness #Nutrition #HealthTips #MentalHealth #Wellness,0.41,988459,103979,39992,15996,0.1618,1
7756,YouTube,video,Sports,EN,US,2025-03-13 15:14:00,#Sports #Basketball #Workout #Football,0.78,369296,14160,5446,2178,0.059,0
7757,YouTube,video,Food,DE,AU,2025-11-06 20:45:00,#Foodie #Recipe #Food #FoodBlog #Cooking,0.88,392574,15053,5789,2315,0.059,0
7758,YouTube,video,Entertainment,ES,FR,2025-01-20 19:58:00,#FollowForMore #MovieTime #Trending,0.54,639324,62646,24094,9637,0.1508,1
7759,YouTube,video,Business,UR,UK,2025-03-22 23:44:00,#BusinessTips #StartupLife #Entrepreneur #Leadership,0.72,895931,31532,12128,4851,0.0541,0
7760,YouTube,video,Education,PT,DE,2025-06-15 21:56:00,#StudyTips #Knowledge #Education #Certification #Learning #AcademicSuccess,0.45,218447,19979,7684,3073,0.1407,1
7761,YouTube,video,Lifestyle,JA,AU,2025-10-06 22:17:00,#MindfulLiving #Positivity #Motivation #Wellness #DailyLife,0.7,505152,26997,10383,4153,0.0822,0
7762,YouTube,video,Sports,UR,CA,2025-04-25 23:26:00,#Cricket #Training #Basketball #Sports #Fitness #Workout,0.54,773807,48969,18834,7533,0.0974,1
7763,YouTube,video,Entertainment,ES,DE,2025-08-13 06:33:00,#FollowForMore #Entertainment #Trending #Funny #Viral #MovieTime,0.2,71319,2320,892,357,0.0501,0
7764,YouTube,video,Travel,ES,DE,2025-11-02 19:15:00,#Adventure #ExploreMore #Travel #Wanderlust,0.95,148582,15561,5985,2394,0.1611,1
7765,YouTube,video,Lifestyle,ES,MX,2025-09-14 22:40:00,#MindfulLiving #DailyLife #Wellness #Motivation #Lifestyle #Positivity,-0.36,833403,23452,9020,3608,0.0433,0
7766,YouTube,video,Entertainment,DE,AU,2025-04-07 03:14:00,#Viral #Trending #FollowForMore #Funny #Entertainment #MovieTime #ShowBiz,0.57,344233,20257,7791,3116,0.0905,1
7767,YouTube,video,Fashion,DE,IN,2025-04-16 02:49:00,#Lookbook #FashionTips #OOTD #Fashion #Style #TrendingStyle,0.96,853268,80226,30856,12342,0.1447,1
7768,YouTube,video,Entertainment,PT,AU,2025-01-29 21:07:00,#Entertainment #ShowBiz #Viral #Trending,-0.18,366831,3170,1219,487,0.0133,0
7769,YouTube,video,Entertainment,PT,DE,2025-08-04 05:03:00,#ShowBiz #MovieTime #Funny #Trending #Entertainment,0.93,352841,15570,5988,2395,0.0679,0
7770,YouTube,video,Food,FR,MX,2025-05-18 12:48:00,#Cooking #Food #MustTry #FoodBlog #Foodie #Recipe,0.96,317508,28591,10996,4398,0.1385,1
7771,YouTube,video,Travel,FR,DE,2025-07-19 20:06:00,#ExploreMore #Journey #Wanderlust #Adventure #Tourism #Travel,0.48,548635,59688,22957,9182,0.1674,1
7772,YouTube,video,Technology,DE,US,2025-06-02 22:47:00,#Programming #DataScience #Innovation,0.65,450141,41633,16013,6405,0.1423,1
7773,YouTube,video,Travel,PT,JP,2025-01-06 21:45:00,#Travel #Journey #Wanderlust #ExploreMore #Adventure #Tourism,0.58,680411,47338,18207,7282,0.107,1
